participant,epochs,SAT,condition
S10,2134,accuracy,Low
S10,2135,accuracy,Low
S10,2136,accuracy,Low
S10,2137,accuracy,Low
S10,2138,accuracy,Low
S10,2139,accuracy,Medium
S10,2140,accuracy,Medium
S11,308,accuracy,High
S11,309,accuracy,High
S11,310,accuracy,High
S11,311,accuracy,High
S11,312,accuracy,Low
S11,313,accuracy,High
S11,314,accuracy,Medium
S11,315,accuracy,Medium
S11,316,accuracy,High
S11,317,accuracy,Medium
S11,318,accuracy,High
S11,319,accuracy,Low
S11,320,accuracy,High
S11,321,accuracy,High
S11,322,accuracy,High
S11,323,accuracy,Medium
S11,324,accuracy,High
S11,325,accuracy,Low
S11,326,accuracy,Medium
S11,327,accuracy,High
S11,328,accuracy,High
S11,329,accuracy,Medium
S11,330,accuracy,Low
S11,331,accuracy,High
S11,332,accuracy,High
S11,333,accuracy,High
S11,334,accuracy,Low
S11,335,accuracy,High
S11,336,accuracy,Low
S11,337,accuracy,High
S11,338,accuracy,Medium
S11,339,accuracy,High
S11,340,accuracy,Medium
S11,341,accuracy,Medium
S11,342,accuracy,High
S11,343,accuracy,Medium
S11,344,accuracy,High
S11,345,accuracy,Medium
S11,347,accuracy,High
S11,348,accuracy,Low
S11,349,accuracy,Low
S11,350,accuracy,Medium
S11,351,accuracy,High
S11,352,accuracy,Low
S11,353,accuracy,Low
S11,354,accuracy,Medium
S11,355,accuracy,High
S11,359,accuracy,Low
S11,360,accuracy,High
S11,361,accuracy,Medium
S11,362,accuracy,High
S11,363,accuracy,High
S11,364,accuracy,High
S11,365,accuracy,High
S11,366,accuracy,High
S11,367,accuracy,Medium
S11,368,accuracy,High
S11,369,accuracy,Medium
S11,370,accuracy,Medium
S11,371,accuracy,High
S11,372,accuracy,Medium
S11,373,accuracy,Medium
S11,376,accuracy,High
S11,377,accuracy,Medium
S11,378,accuracy,High
S11,379,accuracy,High
S11,380,accuracy,High
S11,381,accuracy,High
S11,382,accuracy,Medium
S11,383,accuracy,Medium
S11,384,accuracy,Medium
S11,385,accuracy,High
S11,386,accuracy,Medium
S11,387,accuracy,High
S11,388,accuracy,Medium
S11,389,accuracy,High
S11,390,accuracy,High
S11,391,accuracy,High
S11,392,accuracy,High
S11,393,accuracy,Medium
S11,394,accuracy,Low
S11,395,accuracy,Medium
S11,396,accuracy,High
S11,397,accuracy,High
S11,398,accuracy,High
S11,399,accuracy,Medium
S11,400,accuracy,Low
S11,404,accuracy,High
S11,405,accuracy,High
S11,406,accuracy,Low
S11,408,speed,Medium
S11,409,speed,Medium
S11,410,speed,Low
S11,411,speed,High
S11,412,speed,Medium
S11,413,speed,High
S11,414,speed,Low
S11,415,speed,Medium
S11,416,speed,Low
S11,417,speed,Medium
S11,418,speed,Medium
S11,419,speed,High
S11,420,speed,Low
S11,422,speed,Low
S11,423,speed,Medium
S11,424,speed,High
S11,425,speed,High
S11,426,speed,High
S11,427,speed,Low
S11,428,speed,High
S11,429,speed,Medium
S11,430,speed,High
S11,431,speed,Medium
S11,432,speed,Low
S11,434,speed,Low
S11,435,speed,High
S11,436,speed,Low
S11,437,speed,Medium
S11,438,speed,High
S11,439,speed,Medium
S11,440,speed,Low
S11,441,speed,Low
S11,442,speed,Low
S11,443,speed,Medium
S11,444,speed,High
S11,445,speed,Medium
S11,446,speed,Low
S11,448,speed,Low
S11,449,speed,High
S11,450,speed,Medium
S11,452,speed,Medium
S11,453,speed,High
S11,455,speed,Medium
S11,456,speed,Low
S11,457,speed,High
S11,458,speed,Low
S11,459,speed,High
S11,460,speed,High
S11,461,speed,High
S11,462,speed,Medium
S11,464,speed,Medium
S11,465,speed,High
S11,466,speed,Low
S11,467,speed,Low
S11,468,speed,Medium
S11,469,speed,Medium
S11,470,speed,Low
S11,471,speed,Low
S11,472,speed,Medium
S11,473,speed,Medium
S11,474,speed,Low
S11,475,speed,Low
S11,476,speed,Medium
S11,477,speed,Low
S11,478,speed,High
S11,479,speed,High
S11,480,speed,High
S11,481,speed,Medium
S11,482,speed,High
S11,483,speed,High
S11,484,speed,High
S11,485,speed,Medium
S11,486,speed,Low
S11,487,speed,Low
S11,488,speed,High
S11,489,speed,Low
S11,490,speed,High
S11,491,speed,Medium
S11,492,speed,Low
S11,493,speed,High
S11,494,speed,Low
S11,495,speed,Medium
S11,496,speed,Medium
S11,497,speed,Medium
S11,498,speed,Low
S11,499,speed,Low
S11,501,speed,Medium
S11,502,speed,High
S11,503,speed,High
S11,504,speed,High
S11,506,speed,Medium
S11,507,speed,Medium
S11,508,speed,Medium
S11,510,speed,High
S11,511,speed,Medium
S11,512,speed,High
S11,513,speed,Medium
S11,514,speed,Low
S11,515,speed,Low
S11,516,speed,Low
S11,521,speed,Medium
S11,522,speed,Low
S11,523,speed,Medium
S11,524,speed,Low
S11,525,speed,Low
S11,526,speed,Low
S11,527,speed,High
S11,528,speed,Medium
S11,529,speed,Low
S11,530,speed,Low
S11,531,speed,Low
S11,532,speed,Medium
S11,533,speed,Medium
S11,534,speed,High
S11,535,speed,Low
S11,536,speed,Low
S11,537,speed,Low
S11,538,speed,Low
S11,539,speed,Low
S11,540,speed,High
S11,541,speed,High
S11,542,speed,Low
S11,543,speed,Medium
S11,544,speed,Medium
S11,545,speed,Low
S11,546,speed,Low
S11,547,speed,High
S11,548,speed,High
S11,549,speed,High
S11,550,speed,Medium
S11,551,speed,Low
S11,552,speed,Medium
S11,553,speed,Low
S11,554,speed,Medium
S11,555,speed,Medium
S11,556,speed,Medium
S11,557,speed,High
S11,558,speed,Low
S11,559,speed,Low
S11,560,speed,Low
S11,561,speed,Medium
S11,563,speed,Low
S11,565,speed,Medium
S11,566,speed,Low
S11,567,speed,Medium
S11,568,speed,High
S11,569,speed,Low
S11,570,speed,Low
S11,572,speed,Medium
S11,574,speed,High
S11,575,speed,Medium
S11,576,speed,Low
S11,578,speed,High
S11,579,speed,Low
S11,582,speed,Low
S11,583,speed,Medium
S11,584,speed,Medium
S11,585,speed,Low
S11,586,speed,Low
S11,587,speed,High
S11,588,speed,Medium
S11,589,speed,Low
S11,590,speed,Low
S11,591,speed,Medium
S11,592,speed,Low
S11,593,speed,Low
S11,594,speed,High
S11,595,speed,Low
S11,596,speed,Low
S11,597,speed,Low
S11,598,speed,Medium
S11,599,speed,Medium
S11,600,speed,Low
S11,602,speed,High
S11,603,speed,Low
S11,604,speed,Low
S11,608,speed,Low
S11,609,speed,High
S11,610,speed,Low
S11,918,speed,High
S11,919,speed,Low
S11,920,speed,Low
S11,921,speed,Medium
S11,922,speed,Low
S11,923,speed,Medium
S11,924,speed,Medium
S11,925,speed,Low
S11,926,speed,Low
S11,927,speed,Low
S11,928,speed,Medium
S11,930,speed,Low
S11,931,speed,Low
S11,932,speed,Medium
S11,933,speed,High
S11,934,speed,High
S11,935,speed,High
S11,936,speed,Medium
S11,937,speed,High
S11,938,speed,Medium
S11,939,speed,High
S11,940,speed,High
S11,941,speed,High
S11,942,speed,High
S11,943,speed,High
S11,944,speed,High
S11,945,speed,Medium
S11,946,speed,High
S11,947,speed,High
S11,948,speed,Medium
S11,949,speed,Low
S11,950,speed,High
S11,951,speed,Medium
S11,952,speed,Low
S11,953,speed,Low
S11,954,speed,Medium
S11,955,speed,Medium
S11,956,speed,High
S11,957,speed,High
S11,958,speed,Low
S11,959,speed,Medium
S11,961,speed,Medium
S11,963,speed,High
S11,964,speed,Low
S11,965,speed,Low
S11,968,speed,Low
S11,969,speed,High
S11,970,speed,Medium
S11,971,speed,Low
S11,972,speed,High
S11,973,speed,Low
S11,974,speed,Medium
S11,975,speed,Medium
S11,978,speed,Low
S11,979,speed,Low
S11,981,speed,Low
S11,983,speed,Medium
S11,984,speed,Medium
S11,985,speed,Medium
S11,986,speed,Medium
S11,987,speed,High
S11,988,speed,High
S11,989,speed,High
S11,990,speed,Low
S11,991,speed,High
S11,992,speed,Medium
S11,993,speed,Low
S11,994,speed,High
S11,995,speed,High
S11,996,speed,Medium
S11,997,speed,Medium
S11,998,speed,Medium
S11,999,speed,High
S11,1020,accuracy,High
S11,1021,accuracy,Low
S11,1022,accuracy,Low
S11,1023,accuracy,Low
S11,1024,accuracy,Low
S11,1025,accuracy,Low
S11,1026,accuracy,Low
S11,1027,accuracy,Low
S11,1028,accuracy,High
S11,1029,accuracy,Medium
S11,1030,accuracy,Low
S11,1031,accuracy,High
S11,1032,accuracy,High
S11,1033,accuracy,High
S11,1034,accuracy,Medium
S11,1035,accuracy,Low
S11,1036,accuracy,Medium
S11,1040,accuracy,Medium
S11,1043,accuracy,Low
S11,1044,accuracy,Medium
S11,1045,accuracy,Medium
S11,1046,accuracy,High
S11,1047,accuracy,Low
S11,1048,accuracy,Low
S11,1049,accuracy,Low
S11,1050,accuracy,High
S11,1051,accuracy,High
S11,1052,accuracy,Medium
S11,1053,accuracy,Medium
S11,1054,accuracy,High
S11,1055,accuracy,Medium
S11,1056,accuracy,High
S11,1057,accuracy,Low
S11,1058,accuracy,Medium
S11,1059,accuracy,High
S11,1060,accuracy,High
S11,1061,accuracy,High
S11,1062,accuracy,Medium
S11,1063,accuracy,Low
S11,1064,accuracy,Low
S11,1065,accuracy,Medium
S11,1066,accuracy,Low
S11,1067,accuracy,Low
S11,1068,accuracy,Low
S11,1069,accuracy,Medium
S11,1070,accuracy,Low
S11,1071,accuracy,Low
S11,1072,accuracy,Medium
S11,1073,accuracy,High
S11,1074,accuracy,High
S11,1075,accuracy,Medium
S11,1076,accuracy,Medium
S11,1077,accuracy,High
S11,1078,accuracy,High
S11,1079,accuracy,High
S11,1080,accuracy,Low
S11,1081,accuracy,Medium
S11,1082,accuracy,Medium
S11,1083,accuracy,High
S11,1084,accuracy,High
S11,1085,accuracy,High
S11,1086,accuracy,Medium
S11,1087,accuracy,Medium
S11,1088,accuracy,Low
S11,1089,accuracy,High
S11,1090,accuracy,Medium
S11,1091,accuracy,High
S11,1092,accuracy,Medium
S11,1093,accuracy,Low
S11,1094,accuracy,Medium
S11,1095,accuracy,Low
S11,1096,accuracy,High
S11,1097,accuracy,High
S11,1098,accuracy,Medium
S11,1099,accuracy,Low
S11,1100,accuracy,High
S11,1101,accuracy,Low
S11,1102,accuracy,Medium
S11,1103,accuracy,Low
S11,1104,accuracy,Low
S11,1105,accuracy,Low
S11,1106,accuracy,Low
S11,1107,accuracy,Low
S11,1108,accuracy,High
S11,1109,accuracy,Low
S11,1110,accuracy,Medium
S11,1111,accuracy,Low
S11,1112,accuracy,Low
S11,1113,accuracy,High
S11,1114,accuracy,Low
S11,1115,accuracy,Medium
S11,1116,accuracy,Low
S11,1117,accuracy,Low
S11,1118,accuracy,High
S11,1119,accuracy,Low
S11,1120,accuracy,Low
S11,1122,accuracy,High
S11,1123,accuracy,High
S11,1124,accuracy,High
S11,1125,accuracy,High
S11,1126,accuracy,Medium
S11,1127,accuracy,Medium
S11,1128,accuracy,High
S11,1129,accuracy,Low
S11,1130,accuracy,Low
S11,1131,accuracy,Low
S11,1132,accuracy,High
S11,1133,accuracy,High
S11,1134,accuracy,High
S11,1135,accuracy,Medium
S11,1136,accuracy,High
S11,1137,accuracy,Medium
S11,1138,accuracy,High
S11,1139,accuracy,Low
S11,1140,accuracy,High
S11,1141,accuracy,Low
S11,1142,accuracy,Low
S11,1143,accuracy,Medium
S11,1144,accuracy,Medium
S11,1145,accuracy,Medium
S11,1146,accuracy,Medium
S11,1147,accuracy,Low
S11,1148,accuracy,Low
S11,1149,accuracy,Low
S11,1150,accuracy,High
S11,1151,accuracy,Medium
S11,1152,accuracy,Low
S11,1153,accuracy,Low
S11,1154,accuracy,Low
S11,1155,accuracy,Medium
S11,1156,accuracy,High
S11,1157,accuracy,High
S11,1158,accuracy,Low
S11,1159,accuracy,High
S11,1160,accuracy,High
S11,1161,accuracy,High
S11,1162,accuracy,Medium
S11,1163,accuracy,Low
S11,1164,accuracy,Low
S11,1165,accuracy,Low
S11,1166,accuracy,Medium
S11,1167,accuracy,Low
S11,1168,accuracy,Medium
S11,1169,accuracy,High
S11,1170,accuracy,Medium
S11,1171,accuracy,High
S11,1172,accuracy,High
S11,1173,accuracy,Medium
S11,1174,accuracy,High
S11,1175,accuracy,Medium
S11,1176,accuracy,High
S11,1177,accuracy,High
S11,1178,accuracy,High
S11,1179,accuracy,Medium
S11,1180,accuracy,High
S11,1181,accuracy,High
S11,1182,accuracy,High
S11,1183,accuracy,Medium
S11,1184,accuracy,Low
S11,1185,accuracy,Low
S11,1186,accuracy,High
S11,1187,accuracy,Medium
S11,1188,accuracy,Medium
S11,1189,accuracy,Medium
S11,1190,accuracy,Low
S11,1191,accuracy,High
S11,1192,accuracy,Low
S11,1193,accuracy,Low
S11,1194,accuracy,Low
S11,1195,accuracy,Medium
S11,1196,accuracy,High
S11,1197,accuracy,High
S11,1198,accuracy,High
S11,1199,accuracy,High
S11,1202,accuracy,Medium
S11,1203,accuracy,Medium
S11,1204,accuracy,Medium
S11,1205,accuracy,Medium
S11,1206,accuracy,Medium
S11,1207,accuracy,Low
S11,1208,accuracy,Medium
S11,1209,accuracy,High
S11,1210,accuracy,High
S11,1211,accuracy,Medium
S11,1212,accuracy,Medium
S11,1213,accuracy,Low
S11,1214,accuracy,High
S11,1215,accuracy,Medium
S11,1216,accuracy,Medium
S11,1217,accuracy,Medium
S11,1218,accuracy,Low
S11,1219,accuracy,Medium
S11,1220,accuracy,High
S11,1221,accuracy,Medium
S11,1533,accuracy,Low
S11,1534,accuracy,High
S11,1535,accuracy,Low
S11,1536,accuracy,Medium
S11,1537,accuracy,High
S11,1538,accuracy,Medium
S11,1539,accuracy,Medium
S11,1540,accuracy,Medium
S11,1541,accuracy,Low
S11,1542,accuracy,High
S11,1543,accuracy,Medium
S11,1544,accuracy,High
S11,1545,accuracy,Low
S11,1546,accuracy,Medium
S11,1547,accuracy,High
S11,1548,accuracy,Medium
S11,1549,accuracy,Low
S11,1550,accuracy,Low
S11,1551,accuracy,Medium
S11,1552,accuracy,Medium
S11,1553,accuracy,High
S11,1554,accuracy,Low
S11,1555,accuracy,Low
S11,1556,accuracy,Medium
S11,1557,accuracy,Low
S11,1558,accuracy,Medium
S11,1559,accuracy,Medium
S11,1560,accuracy,Low
S11,1561,accuracy,High
S11,1562,accuracy,Low
S11,1563,accuracy,High
S11,1564,accuracy,Medium
S11,1565,accuracy,High
S11,1566,accuracy,Low
S11,1567,accuracy,High
S11,1568,accuracy,High
S11,1569,accuracy,Low
S11,1570,accuracy,Low
S11,1571,accuracy,Medium
S11,1572,accuracy,High
S11,1573,accuracy,High
S11,1574,accuracy,High
S11,1575,accuracy,Medium
S11,1576,accuracy,High
S11,1577,accuracy,Medium
S11,1578,accuracy,High
S11,1579,accuracy,Medium
S11,1580,accuracy,Medium
S11,1581,accuracy,High
S11,1582,accuracy,Medium
S11,1583,accuracy,Low
S11,1584,accuracy,Medium
S11,1585,accuracy,Low
S11,1586,accuracy,High
S11,1587,accuracy,High
S11,1588,accuracy,Low
S11,1589,accuracy,Low
S11,1590,accuracy,Low
S11,1591,accuracy,Low
S11,1592,accuracy,Medium
S11,1593,accuracy,Low
S11,1594,accuracy,Low
S11,1595,accuracy,Medium
S11,1596,accuracy,High
S11,1597,accuracy,Low
S11,1598,accuracy,Low
S11,1599,accuracy,Low
S11,1600,accuracy,Medium
S11,1601,accuracy,Low
S11,1602,accuracy,Medium
S11,1603,accuracy,Low
S11,1604,accuracy,Low
S11,1605,accuracy,High
S11,1606,accuracy,Low
S11,1607,accuracy,Medium
S11,1608,accuracy,Low
S11,1609,accuracy,Low
S11,1610,accuracy,Low
S11,1611,accuracy,Low
S11,1612,accuracy,Low
S11,1613,accuracy,Low
S11,1614,accuracy,Low
S11,1615,accuracy,Medium
S11,1616,accuracy,Low
S11,1617,accuracy,Medium
S11,1618,accuracy,Medium
S11,1619,accuracy,Medium
S11,1620,accuracy,Low
S11,1621,accuracy,Low
S11,1622,accuracy,Medium
S11,1623,accuracy,Low
S11,1624,accuracy,Low
S11,1625,accuracy,Low
S11,1626,accuracy,Low
S11,1627,accuracy,Low
S11,1628,accuracy,Low
S11,1629,accuracy,Medium
S11,1630,accuracy,Medium
S11,1632,speed,High
S11,1633,speed,High
S11,1634,speed,High
S11,1635,speed,High
S11,1636,speed,Medium
S11,1637,speed,Medium
S11,1638,speed,Medium
S11,1639,speed,Low
S11,1640,speed,High
S11,1642,speed,Medium
S11,1643,speed,Low
S11,1644,speed,Medium
S11,1645,speed,Medium
S11,1646,speed,High
S11,1647,speed,Medium
S11,1648,speed,High
S11,1649,speed,Medium
S11,1650,speed,High
S11,1651,speed,Medium
S11,1652,speed,Medium
S11,1653,speed,High
S11,1654,speed,Medium
S11,1655,speed,High
S11,1656,speed,High
S11,1657,speed,Low
S11,1658,speed,High
S11,1659,speed,High
S11,1661,speed,Low
S11,1662,speed,High
S11,1663,speed,High
S11,1664,speed,High
S11,1665,speed,High
S11,1666,speed,Low
S11,1667,speed,Medium
S11,1668,speed,Low
S11,1669,speed,Low
S11,1670,speed,Low
S11,1671,speed,Low
S11,1672,speed,Medium
S11,1673,speed,High
S11,1674,speed,Medium
S11,1676,speed,Medium
S11,1677,speed,High
S11,1678,speed,High
S11,1682,speed,Low
S11,1683,speed,High
S11,1684,speed,Low
S11,1685,speed,Medium
S11,1686,speed,High
S11,1687,speed,Medium
S11,1688,speed,High
S11,1689,speed,High
S11,1690,speed,Low
S11,1691,speed,Medium
S11,1692,speed,Medium
S11,1693,speed,Medium
S11,1694,speed,High
S11,1695,speed,Medium
S11,1696,speed,Low
S11,1697,speed,Medium
S11,1698,speed,High
S11,1699,speed,High
S11,1700,speed,Medium
S11,1701,speed,High
S11,1702,speed,High
S11,1703,speed,Medium
S11,1704,speed,High
S11,1705,speed,High
S11,1706,speed,Medium
S11,1707,speed,Low
S11,1708,speed,Low
S11,1709,speed,Low
S11,1710,speed,Medium
S11,1711,speed,Low
S11,1712,speed,Low
S11,1713,speed,Low
S11,1714,speed,Medium
S11,1715,speed,High
S11,1716,speed,High
S11,1717,speed,High
S11,1718,speed,High
S11,1719,speed,Low
S11,1721,speed,Low
S11,1722,speed,High
S11,1726,speed,Medium
S11,1727,speed,Low
S11,1728,speed,High
S11,1729,speed,Medium
S11,1730,speed,Low
S11,1731,speed,Medium
S11,1732,speed,High
S11,1734,speed,High
S11,1735,speed,Low
S11,1736,speed,Medium
S11,1737,speed,Low
S11,1738,speed,High
S11,1740,speed,Low
S11,1741,speed,Low
S11,1742,speed,Low
S11,1744,speed,High
S11,1746,speed,Medium
S11,1748,speed,Low
S11,1749,speed,Medium
S11,1750,speed,Medium
S11,1751,speed,Medium
S11,1752,speed,Medium
S11,1754,speed,High
S11,1756,speed,Low
S11,1757,speed,Low
S11,1759,speed,High
S11,1760,speed,Low
S11,1763,speed,Medium
S11,1764,speed,High
S11,1766,speed,Medium
S11,1767,speed,High
S11,1769,speed,Low
S11,1770,speed,High
S11,1771,speed,Low
S11,1772,speed,Medium
S11,1773,speed,Low
S11,1774,speed,Low
S11,1775,speed,Medium
S11,1776,speed,High
S11,1777,speed,Medium
S11,1778,speed,Medium
S11,1779,speed,High
S11,1780,speed,High
S11,1781,speed,Low
S11,1782,speed,Medium
S11,1784,speed,Low
S11,1785,speed,Medium
S11,1789,speed,Medium
S11,1790,speed,Medium
S11,1791,speed,Low
S11,1792,speed,Medium
S11,1793,speed,High
S11,1794,speed,Medium
S11,1795,speed,Medium
S11,1796,speed,Medium
S11,1797,speed,Medium
S11,1798,speed,High
S11,1799,speed,Medium
S11,1800,speed,High
S11,1801,speed,Medium
S11,1802,speed,Medium
S11,1803,speed,High
S11,1804,speed,Low
S11,1805,speed,Low
S11,1806,speed,Low
S11,1807,speed,Medium
S11,1808,speed,High
S11,1809,speed,High
S11,1810,speed,High
S11,1811,speed,Low
S11,1812,speed,Medium
S11,1813,speed,Medium
S11,1814,speed,Low
S11,1815,speed,Low
S11,1816,speed,Low
S11,1817,speed,Low
S11,1818,speed,Medium
S11,1819,speed,High
S11,1820,speed,High
S11,1821,speed,High
S11,1826,speed,Low
S11,1827,speed,High
S11,1828,speed,Medium
S11,1831,speed,Low
S11,1832,speed,Medium
S11,1833,speed,Medium
S11,1834,speed,Low
S11,2142,speed,High
S11,2144,speed,High
S11,2145,speed,Low
S11,2146,speed,High
S11,2147,speed,Medium
S11,2148,speed,Medium
S11,2149,speed,Low
S11,2150,speed,High
S11,2151,speed,Low
S11,2152,speed,High
S11,2153,speed,Low
S11,2154,speed,High
S11,2155,speed,Low
S11,2156,speed,Medium
S11,2158,speed,High
S11,2161,speed,High
S11,2162,speed,Low
S11,2163,speed,Medium
S11,2164,speed,High
S11,2166,speed,High
S11,2167,speed,High
S11,2169,speed,Medium
S11,2170,speed,Low
S11,2171,speed,Medium
S11,2175,speed,Low
S11,2176,speed,High
S11,2177,speed,Low
S11,2178,speed,Medium
S11,2179,speed,Low
S11,2180,speed,Medium
S11,2181,speed,High
S11,2182,speed,Low
S11,2189,speed,High
S11,2198,speed,Medium
S11,2199,speed,High
S11,2200,speed,Medium
S11,2201,speed,High
S11,2202,speed,High
S11,2205,speed,High
S11,2206,speed,Low
S11,2207,speed,Low
S11,2208,speed,Medium
S11,2209,speed,High
S11,2210,speed,High
S11,2211,speed,High
S11,2212,speed,Medium
S11,2213,speed,High
S11,2214,speed,Low
S11,2215,speed,Medium
S11,2216,speed,High
S11,2217,speed,High
S11,2218,speed,Low
S11,2220,speed,Medium
S11,2221,speed,High
S11,2222,speed,Low
S11,2223,speed,Medium
S11,2224,speed,Medium
S11,2225,speed,Low
S11,2226,speed,High
S11,2227,speed,High
S11,2228,speed,Medium
S11,2229,speed,Low
S11,2230,speed,Low
S11,2231,speed,High
S11,2232,speed,High
S11,2233,speed,High
S11,2234,speed,High
S11,2235,speed,Low
S11,2236,speed,High
S11,2237,speed,Medium
S11,2238,speed,High
S11,2239,speed,Medium
S11,2240,speed,Medium
S11,2241,speed,Medium
S11,2242,speed,Medium
S11,2244,accuracy,High
S11,2245,accuracy,Low
S11,2246,accuracy,High
S11,2247,accuracy,Medium
S11,2248,accuracy,Low
S11,2253,accuracy,Medium
S11,2254,accuracy,Medium
S11,2255,accuracy,Low
S11,2256,accuracy,Low
S11,2257,accuracy,High
S11,2258,accuracy,Medium
S11,2259,accuracy,Low
S11,2260,accuracy,High
S11,2261,accuracy,High
S11,2262,accuracy,High
S11,2263,accuracy,Low
S11,2264,accuracy,Low
S11,2265,accuracy,Medium
S11,2266,accuracy,High
S11,2267,accuracy,Low
S11,2268,accuracy,High
S11,2269,accuracy,Low
S11,2270,accuracy,Medium
S11,2271,accuracy,High
S11,2272,accuracy,High
S11,2273,accuracy,Low
S11,2274,accuracy,High
S11,2275,accuracy,Medium
S11,2276,accuracy,Medium
S11,2277,accuracy,Low
S11,2278,accuracy,Low
S11,2279,accuracy,Medium
S11,2280,accuracy,Low
S11,2281,accuracy,High
S11,2282,accuracy,Medium
S11,2284,accuracy,Low
S11,2285,accuracy,Low
S11,2287,accuracy,Low
S11,2288,accuracy,High
S11,2289,accuracy,Low
S11,2290,accuracy,Low
S11,2291,accuracy,High
S11,2292,accuracy,Low
S11,2295,accuracy,Low
S11,2296,accuracy,Medium
S11,2297,accuracy,Medium
S11,2298,accuracy,Medium
S11,2299,accuracy,Low
S11,2300,accuracy,Low
S11,2301,accuracy,Low
S11,2302,accuracy,Medium
S11,2303,accuracy,High
S11,2304,accuracy,Medium
S11,2305,accuracy,Low
S11,2306,accuracy,Medium
S11,2307,accuracy,Low
S11,2308,accuracy,Low
S11,2309,accuracy,Medium
S11,2310,accuracy,Low
S11,2311,accuracy,High
S11,2314,accuracy,Low
S11,2315,accuracy,High
S11,2316,accuracy,Medium
S11,2317,accuracy,Low
S11,2318,accuracy,Medium
S11,2319,accuracy,Medium
S11,2320,accuracy,High
S11,2321,accuracy,Low
S11,2322,accuracy,Low
S11,2323,accuracy,High
S11,2324,accuracy,High
S11,2328,accuracy,Low
S11,2329,accuracy,Low
S11,2330,accuracy,High
S11,2331,accuracy,Medium
S11,2332,accuracy,Low
S11,2333,accuracy,High
S11,2334,accuracy,High
S11,2335,accuracy,Low
S11,2336,accuracy,High
S11,2337,accuracy,Medium
S11,2338,accuracy,Medium
S11,2339,accuracy,High
S11,2340,accuracy,Medium
S11,2341,accuracy,Medium
S11,2342,accuracy,Medium
S11,2343,accuracy,Low
S11,2344,accuracy,High
S11,2349,accuracy,Medium
S11,2350,accuracy,High
S11,2351,accuracy,Medium
S11,2352,accuracy,Low
S11,2353,accuracy,Medium
S11,2354,accuracy,High
S11,2355,accuracy,Medium
S11,2356,accuracy,Low
S11,2357,accuracy,Medium
S11,2358,accuracy,Medium
S11,2359,accuracy,High
S11,2360,accuracy,High
S11,2361,accuracy,Medium
S11,2362,accuracy,High
